household_id,scenario,reconstruction_error,isolation_forest_score
HH000042,family_with_mortgage_and_children,0.2897386644279193,0.4935004151972809
HH000043,family_with_mortgage_and_children,0.06079086611767323,0.40172401211315245
HH000044,family_with_mortgage_and_children,0.1543403879268117,0.4000695096586858
HH000045,one_high_earner_one_low_earner,0.2050837676702296,0.41353233276339985
HH000046,pre_retirement_wealthy,0.031136790803734854,0.4069052210227276
HH000047,pre_retirement_wealthy,0.050036272161347484,0.3933846127306227
HH000048,young_dual_income_low_assets,0.05323215221343766,0.4141135578101591
HH000049,family_with_mortgage_and_children,0.39751266938105023,0.5354381464721036
HH000050,young_dual_income_low_assets,0.01940138546368437,0.42472188191913435
HH000051,pre_retirement_wealthy,0.19184357607783253,0.4154060210176827
HH000052,pre_retirement_wealthy,0.12188243861792816,0.45680744046256905
HH000053,self_employed_business_owner,0.07575573136423555,0.4465548413686857
HH000054,family_with_mortgage_and_children,0.2667510047781584,0.5031559845272207
HH000055,financially_stressed_with_debt,0.042632576298359176,0.5711110612963363
HH000056,widowed,0.20202573615564717,0.522577299411072
HH000057,pre_retirement_wealthy,0.05031203421349566,0.4141579113727632
HH000058,family_with_mortgage_and_children,0.045234756237981795,0.41581938583791717
HH000059,family_with_mortgage_and_children,0.18079060631853786,0.4431174907445958
HH000060,one_high_earner_one_low_earner,0.12590176338618553,0.4067369343330074
HH000061,retired_couple_high_assets_low_income,0.20504939871348288,0.42874939306735765
HH000062,affluent_couple_brokerage_and_pensions,0.06393326099618193,0.44234611418814146
HH000063,secondly_wedded_paying_alimony,0.21246769914090602,0.47130502058454915
HH000064,family_with_mortgage_and_children,0.06672922461498287,0.43419670728311544
HH000065,affluent_couple_brokerage_and_pensions,0.039948342459320746,0.39332864940239054
HH000066,family_with_mortgage_and_children,0.122358642314573,0.4287337638023676
HH000067,family_with_mortgage_and_children,0.2549336079004018,0.46636893180159855
HH000068,secondly_wedded_paying_alimony,0.19171058587039563,0.5198469883721643
HH000069,self_employed_business_owner,0.28913657119049296,0.4519711515365862
HH000070,secondly_wedded_paying_alimony,0.07623736507482631,0.44032625440592954
HH000071,retired_couple_high_assets_low_income,0.027462789431816105,0.37090210146383085
HH000072,family_with_mortgage_and_children,0.24750993543904548,0.5795499481912284
HH000073,retired_couple_high_assets_low_income,0.22301885754994988,0.5030077477006306
HH000074,family_with_mortgage_and_children,0.0918652571713305,0.42371985328937983
HH000075,self_employed_business_owner,0.27548436192046055,0.5432294942207647
HH000076,widowed,0.24439064722807785,0.42951366841176164
HH000077,one_high_earner_one_low_earner,0.09284173121777094,0.4200250307034084
HH000078,one_high_earner_one_low_earner,0.5873841523974778,0.4709501405434872
HH000079,pre_retirement_wealthy,0.051680867183154164,0.4150337599816211
HH000080,retired_couple_high_assets_low_income,0.28498396612637183,0.42350597142563884
HH000081,affluent_couple_brokerage_and_pensions,0.05686906047344149,0.4470360484453896
HH000082,one_high_earner_one_low_earner,0.2505116904622333,0.4506690514894623
HH000083,family_with_mortgage_and_children,0.13960426226119366,0.4193992470859689
HH000084,pre_retirement_wealthy,0.05406093095869831,0.38406603435868497
HH000085,affluent_couple_brokerage_and_pensions,0.1642395209957723,0.4133433337112167
HH000086,self_employed_business_owner,0.040116367852013335,0.459217906241542
HH000087,young_dual_income_low_assets,0.035331682962666346,0.40665133103746115
HH000088,self_employed_business_owner,0.0567383315590818,0.41254536961701044
HH000089,financially_stressed_with_debt,0.057859336126892466,0.5856659855739026
HH000090,self_employed_business_owner,0.2659048885720712,0.6438746315067073
HH000091,self_employed_business_owner,0.21347758973581937,0.3935378086085572
HH000092,family_with_mortgage_and_children,0.17607133840422579,0.4374908495785039
HH000093,young_dual_income_low_assets,0.062393852554541024,0.4345796575125922
HH000094,pre_retirement_wealthy,0.11806396809954815,0.4144281533249557
HH000095,divorced,0.10958935069053226,0.41098258349801187
HH000096,affluent_couple_brokerage_and_pensions,0.1469709375188908,0.387024925460389
HH000097,family_with_mortgage_and_children,0.1892479699545986,0.5110745614499868
HH000098,affluent_couple_brokerage_and_pensions,0.05897396400535429,0.3816777156726599
HH000099,pre_retirement_wealthy,0.03112315486782984,0.4074636946858796
HH000100,affluent_couple_brokerage_and_pensions,0.1579891817492807,0.45194659914007057
HH000101,divorced,0.311066459858925,0.4503067554988425
HH000102,young_dual_income_low_assets,0.08128098649517722,0.4140230158751503
HH000103,one_high_earner_one_low_earner,0.07779489237749151,0.4122697422038937
HH000104,young_dual_income_low_assets,0.02637831876724958,0.4113974558643227
HH000105,one_high_earner_one_low_earner,0.0269168001292789,0.3899627621929186
HH000106,retired_couple_high_assets_low_income,0.8195040516738942,0.5498667539553074
HH000107,pre_retirement_wealthy,0.08031767817317201,0.4039163234991875
HH000108,family_with_mortgage_and_children,0.0337239050474777,0.46918790339895255
HH000109,widowed,0.1034548571849131,0.41776852873251685
HH000110,self_employed_business_owner,0.1231990246119394,0.5107418433303306
HH000111,widowed,0.15850332330637146,0.41590091099321114
HH000112,one_high_earner_one_low_earner,0.30774070843096946,0.43776605395141893
HH000113,one_high_earner_one_low_earner,0.04679553132297211,0.39881907255548943
HH000114,family_with_mortgage_and_children,0.12426290989257706,0.4512848409824937
HH000115,family_with_mortgage_and_children,0.04041266544031075,0.41234342997049406
HH000116,family_with_mortgage_and_children,0.14508438976259905,0.4127366341821589
HH000117,self_employed_business_owner,0.020440530066226502,0.399821624799204
HH000118,family_with_mortgage_and_children,0.15963487330282417,0.4195379090156157
HH000119,young_dual_income_low_assets,0.05174969110811163,0.4182234466043484
HH000120,self_employed_business_owner,0.17907248387736982,0.41594880470283047
HH000121,one_high_earner_one_low_earner,0.42470712746806216,0.43291450799416276
HH000122,family_with_mortgage_and_children,0.12018222070824681,0.41441728396466176
HH000123,pre_retirement_wealthy,0.021268159505605375,0.3885584927963064
HH000124,one_high_earner_one_low_earner,0.10082226966943382,0.43036799578012047
HH000125,family_with_mortgage_and_children,0.12129572670548341,0.5090785890467753
HH000126,affluent_couple_brokerage_and_pensions,0.016999262422394534,0.37307830798796904
HH000127,affluent_couple_brokerage_and_pensions,0.27450591554370835,0.4395971470626537
HH000128,one_high_earner_one_low_earner,0.045239561259535155,0.394979060244096
HH000129,widowed,0.06470749401947176,0.4498569449676951
HH000130,young_dual_income_low_assets,0.0760300108909634,0.4199437658893729
HH000131,one_high_earner_one_low_earner,0.022841948205512518,0.4564981744894134
HH000132,secondly_wedded_paying_alimony,0.055502547668605295,0.4279631652258342
HH000133,affluent_couple_brokerage_and_pensions,0.12708169787770857,0.39886739554945266
HH000134,one_high_earner_one_low_earner,0.06714029359624374,0.4411225392493569
HH000135,young_dual_income_low_assets,0.12664268936203787,0.40779420880508865
HH000136,pre_retirement_wealthy,0.11981521584611214,0.4270382442877968
HH000137,family_with_mortgage_and_children,0.13149147004708234,0.4133553686726349
HH000138,one_high_earner_one_low_earner,0.10837164742170266,0.4944454901720857
HH000139,family_with_mortgage_and_children,0.07855853944571825,0.42220608806742527
HH000140,affluent_couple_brokerage_and_pensions,0.16066913876003233,0.418695013704582
HH000141,young_dual_income_low_assets,0.019583480525249216,0.4291426715000987
HH000142,self_employed_business_owner,0.13231815948420658,0.45522365682208527
HH000143,family_with_mortgage_and_children,0.13453118999783434,0.4192085884077572
HH000144,family_with_mortgage_and_children,0.11609761370569233,0.3951970938012669
HH000145,young_dual_income_low_assets,0.017025819963524907,0.41553063753333874
HH000146,one_high_earner_one_low_earner,0.1552855568730553,0.44803338013391447
HH000147,family_with_mortgage_and_children,0.11666421034753555,0.3976798813911908
HH000148,self_employed_business_owner,0.04161983749780891,0.3764499457362864
HH000149,family_with_mortgage_and_children,0.20267591091720144,0.46339170071172203
HH000150,retired_couple_high_assets_low_income,0.16359772963366964,0.4528409536192083
HH000151,secondly_wedded_paying_alimony,0.021399306317344675,0.41695764545680764
HH000152,divorced,0.028513729249369152,0.3820357881552974
HH000153,divorced,0.07449576069513336,0.4359388046548307
HH000154,secondly_wedded_paying_alimony,0.18989327758820926,0.5082689003925746
HH000155,young_dual_income_low_assets,0.023600327590019073,0.40330685249761994
HH000156,one_high_earner_one_low_earner,0.18901825349969117,0.47700132286758207
HH000157,family_with_mortgage_and_children,0.07009610917173564,0.3909603095707992
HH000158,family_with_mortgage_and_children,0.06745587325058758,0.3997240964710217
HH000159,affluent_couple_brokerage_and_pensions,0.046387341924415286,0.3823586585745318
HH000160,retired_couple_high_assets_low_income,0.15049918051999292,0.4153839721364149
HH000161,affluent_couple_brokerage_and_pensions,0.43423535573335204,0.4458719133575265
HH000162,young_dual_income_low_assets,0.07998886728540264,0.4429971901929045
HH000163,affluent_couple_brokerage_and_pensions,0.45010747280596625,0.6454071931561951
HH000164,self_employed_business_owner,0.05661531790989874,0.3796322422168861
HH000165,one_high_earner_one_low_earner,0.2032534410372598,0.489249458095907
HH000166,divorced,0.03408576935534921,0.4167600044084031
HH000167,pre_retirement_wealthy,0.03400644109356202,0.3820839041239527
HH000168,pre_retirement_wealthy,0.029506083597710214,0.4087250946466008
HH000169,affluent_couple_brokerage_and_pensions,0.08910578514384562,0.39393425992610875
HH000170,one_high_earner_one_low_earner,0.06384256306582753,0.4208721574341298
HH000171,young_dual_income_low_assets,0.08988309838519759,0.41163240745764085
HH000172,retired_couple_high_assets_low_income,1.5684922165101765,0.49810326645106534
HH000173,financially_stressed_with_debt,0.041950722248312686,0.6006421510133866
HH000174,family_with_mortgage_and_children,0.030967294878864366,0.38438588091683246
HH000175,retired_couple_high_assets_low_income,0.03672469574585865,0.4061725903148112
HH000176,affluent_couple_brokerage_and_pensions,0.04929133793071627,0.4466248254262741
HH000177,affluent_couple_brokerage_and_pensions,0.3120770717815566,0.3953919829077559
HH000178,retired_couple_high_assets_low_income,0.07374817451450993,0.38954555799174007
HH000179,family_with_mortgage_and_children,0.4665528269522893,0.46253699813926324
HH000180,financially_stressed_with_debt,0.04348040709833444,0.4808164160525756
HH000181,affluent_couple_brokerage_and_pensions,0.05286298024073301,0.43006282522056677
HH000182,secondly_wedded_paying_alimony,0.5741024648732281,0.44531683265424743
HH000183,young_dual_income_low_assets,0.04241804328445539,0.4332478764437421
HH000184,one_high_earner_one_low_earner,0.24101286299252164,0.44533340687891043
HH000185,pre_retirement_wealthy,0.08354931645993623,0.4171952418961209
HH000186,pre_retirement_wealthy,0.12185700755243495,0.49815630691460017
HH000187,one_high_earner_one_low_earner,0.06675894043280159,0.4085346635797279
HH000188,pre_retirement_wealthy,0.1223759803911656,0.42315142211464496
HH000189,family_with_mortgage_and_children,0.16934732068023226,0.4475995009513326
HH000190,retired_couple_high_assets_low_income,0.23217905839229674,0.4520126091560274
HH000191,family_with_mortgage_and_children,0.058202604550963884,0.4319312448307507
HH000192,one_high_earner_one_low_earner,0.04789765788888185,0.42238861898704433
HH000193,affluent_couple_brokerage_and_pensions,0.08845193045494591,0.3818023351620867
HH000194,financially_stressed_with_debt,0.023872361165628388,0.5941230585675211
HH000195,retired_couple_high_assets_low_income,0.11545555071979137,0.41098589084161863
HH000196,young_dual_income_low_assets,0.05983736567146917,0.448031421630595
HH000197,affluent_couple_brokerage_and_pensions,0.4246692233125835,0.4300766712882286
HH000198,affluent_couple_brokerage_and_pensions,0.06465807976700348,0.3878722798445884
HH000199,one_high_earner_one_low_earner,0.03509611980225689,0.4270802818236842
HH000200,family_with_mortgage_and_children,0.19047176602851096,0.4570539213899637
HH000201,divorced,0.07624941826790178,0.3999594297434062
HH000202,one_high_earner_one_low_earner,0.13315888580688037,0.41166756415199734
HH000203,one_high_earner_one_low_earner,0.08254818665203678,0.3910903040116536
HH000204,financially_stressed_with_debt,0.055400224221552274,0.44432154226363146
HH000205,affluent_couple_brokerage_and_pensions,0.26684872311929814,0.43169643094615245
HH000206,affluent_couple_brokerage_and_pensions,0.06769704187791428,0.3968208359230862
HH000207,family_with_mortgage_and_children,0.0680877586251073,0.4327706913414803
HH000208,self_employed_business_owner,0.05991054119257018,0.43125668303007303
HH000209,affluent_couple_brokerage_and_pensions,0.08356158876590403,0.38586563008290975
HH000210,divorced,0.16142807208026833,0.40913481941969665
HH000211,family_with_mortgage_and_children,0.0512783362543195,0.5505235981364173
HH000212,retired_couple_high_assets_low_income,0.19168862399882758,0.42291780080930236
HH000213,financially_stressed_with_debt,0.028782213495060445,0.4498315351559713
HH000214,family_with_mortgage_and_children,0.18381565847083808,0.640828087481404
HH000215,financially_stressed_with_debt,0.027390442730861494,0.44777828999329466
HH000216,secondly_wedded_paying_alimony,0.45636536557379576,0.6171200915014192
HH000217,pre_retirement_wealthy,0.13336467024936585,0.46453563266025083
HH000218,young_dual_income_low_assets,0.011128061895424032,0.38071753362072036
HH000219,one_high_earner_one_low_earner,0.07669206959453954,0.4065000968579331
HH000220,one_high_earner_one_low_earner,0.1137767395805522,0.4521932719521907
HH000221,pre_retirement_wealthy,0.049355274841676025,0.4030477892936055
HH000222,one_high_earner_one_low_earner,0.05147676534055717,0.4340370204305453
HH000223,secondly_wedded_paying_alimony,0.05143113098497754,0.4140400530247549
HH000224,financially_stressed_with_debt,0.020778237212109776,0.45903310260483154
HH000225,secondly_wedded_paying_alimony,0.16680779897505865,0.5064867270475876
HH000226,family_with_mortgage_and_children,0.33647428970436666,0.6444671163398629
HH000227,affluent_couple_brokerage_and_pensions,0.062451771993459984,0.40223679168834175
HH000228,widowed,0.07858512256325204,0.39928873593545133
HH000229,affluent_couple_brokerage_and_pensions,0.06191531477518421,0.4342441119532465
HH000230,retired_couple_high_assets_low_income,0.12435124876116048,0.39848434615412565
HH000231,one_high_earner_one_low_earner,0.08889702435585735,0.3783508516987103
HH000232,family_with_mortgage_and_children,0.22349392592110368,0.4504444600048697
HH000233,retired_couple_high_assets_low_income,0.08317364469094535,0.3796196068863486
HH000234,affluent_couple_brokerage_and_pensions,0.08723871094567236,0.42016778594698384
HH000235,affluent_couple_brokerage_and_pensions,0.25571002616343574,0.5337030557379938
HH000236,one_high_earner_one_low_earner,0.1465832938235434,0.44869595264314277
HH000237,self_employed_business_owner,0.053394455919357924,0.38042451229011065
HH000238,financially_stressed_with_debt,0.024787238409591072,0.4659419980066123
HH000239,widowed,0.3053434748004983,0.46317311430220626
HH000240,one_high_earner_one_low_earner,0.08886674670234937,0.4391508913907861
HH000241,family_with_mortgage_and_children,0.15689311152080337,0.4883647442850453
HH000242,affluent_couple_brokerage_and_pensions,0.051827772695361006,0.37428517977592374
HH000243,widowed,0.15223161556452064,0.42035450529485036
HH000244,affluent_couple_brokerage_and_pensions,0.1629318638341223,0.4179894873488986
HH000245,one_high_earner_one_low_earner,0.03261531238986115,0.40621074789905565
HH000246,pre_retirement_wealthy,0.1746897459663515,0.4558863223865144
HH000247,family_with_mortgage_and_children,0.12410201878329576,0.4645621394189266
HH000248,pre_retirement_wealthy,0.16683045065050162,0.39529247099866494
HH000249,financially_stressed_with_debt,0.03029673726165218,0.5025519612747007
HH000250,young_dual_income_low_assets,0.06616995026810008,0.4055841376672262
HH000251,pre_retirement_wealthy,0.1099711020006688,0.4827177832206135
HH000252,retired_couple_high_assets_low_income,0.019460878145972218,0.37044372060122854
HH000253,family_with_mortgage_and_children,0.15866583501544046,0.5077531465930497
HH000254,young_dual_income_low_assets,0.05777576044763276,0.3956767898153006
HH000255,secondly_wedded_paying_alimony,0.18570198438800958,0.4812239136063924
HH000256,family_with_mortgage_and_children,0.0651118609568993,0.4207563820830494
HH000257,family_with_mortgage_and_children,0.028614238502697495,0.4235579747736929
HH000258,affluent_couple_brokerage_and_pensions,0.13747815787854648,0.4030143815446991
HH000259,retired_couple_high_assets_low_income,0.049111634460266035,0.38975898564314043
HH000260,secondly_wedded_paying_alimony,0.062192126992673416,0.4826723999708736
HH000261,divorced,0.0930711944620396,0.3954716516939156
HH000262,family_with_mortgage_and_children,0.025333729760445522,0.40120050730389833
HH000263,self_employed_business_owner,0.18175672607144897,0.45638497644072196
HH000264,family_with_mortgage_and_children,0.07250477832232201,0.39576308049726505
HH000265,family_with_mortgage_and_children,0.028965365922932588,0.46652269104176136
HH000266,young_dual_income_low_assets,0.031228242427937127,0.39597014869262187
HH000267,one_high_earner_one_low_earner,0.04896842154564546,0.3789827689509978
HH000268,financially_stressed_with_debt,0.010781249760223323,0.4498118630916606
HH000269,one_high_earner_one_low_earner,0.1639595262194841,0.4242495321758903
HH000270,self_employed_business_owner,0.192554481460407,0.41517230629117363
HH000271,family_with_mortgage_and_children,0.0712418350619829,0.4379721805213488
HH000272,affluent_couple_brokerage_and_pensions,0.08604521863015113,0.42566635912390827
HH000273,self_employed_business_owner,0.09449216668807477,0.38286618567409714
HH000274,family_with_mortgage_and_children,0.11486470599818176,0.3964476611405594
HH000275,financially_stressed_with_debt,0.08138655027488181,0.5743220677362517
HH000276,young_dual_income_low_assets,0.07608061170448338,0.4276156603506049
HH000277,family_with_mortgage_and_children,0.17371208615304948,0.4297839089596177
HH000278,affluent_couple_brokerage_and_pensions,0.07339021802732928,0.3849445275774457
HH000279,family_with_mortgage_and_children,0.060109767403598725,0.44094931444620683
HH000280,young_dual_income_low_assets,0.11907019451874787,0.42789734573932253
HH000281,young_dual_income_low_assets,0.03014692535070155,0.40733886937855346
HH000282,pre_retirement_wealthy,0.06712392710352791,0.42701173398762904
HH000283,pre_retirement_wealthy,0.07209212334981238,0.40720820765514626
HH000284,self_employed_business_owner,0.11794255882665118,0.4145446183492629
HH000285,financially_stressed_with_debt,0.0307063167849588,0.5154583942662933
HH000286,family_with_mortgage_and_children,0.06249188605620057,0.498886636063726
HH000287,affluent_couple_brokerage_and_pensions,0.09616545032046614,0.46035277229425486
HH000288,young_dual_income_low_assets,0.08809078268748785,0.4141329968607657
HH000289,family_with_mortgage_and_children,0.21044760432119122,0.41108772216306966
HH000290,retired_couple_high_assets_low_income,0.3078468232229981,0.4313710964259697
HH000291,affluent_couple_brokerage_and_pensions,0.06945191766011796,0.3991580195696976
HH000292,one_high_earner_one_low_earner,0.05734560547561351,0.38667646785239074
HH000293,pre_retirement_wealthy,0.06038773973769026,0.40794909881015723
HH000294,one_high_earner_one_low_earner,0.13076583325439003,0.5802156013593688
HH000295,one_high_earner_one_low_earner,0.04629993348648096,0.374134664761956
HH000296,family_with_mortgage_and_children,0.06834116071473277,0.4004672701702536
HH000297,pre_retirement_wealthy,0.027367331468020555,0.38277723834356986
HH000298,family_with_mortgage_and_children,0.09228689980014931,0.39613558183076797
HH000299,one_high_earner_one_low_earner,0.10565915265813426,0.39320402551721684
HH000300,affluent_couple_brokerage_and_pensions,0.09779964970619563,0.4038504855642975
HH000301,family_with_mortgage_and_children,0.14858996847124928,0.39991809958516555
HH000302,pre_retirement_wealthy,0.7681928799772898,0.6837511555991147
HH000303,one_high_earner_one_low_earner,0.20811576971916929,0.492283603663421
HH000304,young_dual_income_low_assets,0.019050811584701594,0.4189738489462454
HH000305,retired_couple_high_assets_low_income,0.0136912722527661,0.39448401592192417
HH000306,family_with_mortgage_and_children,0.09380971816660669,0.42690530125549225
HH000307,financially_stressed_with_debt,0.03201724487119454,0.46927320077797136
HH000308,pre_retirement_wealthy,0.24368931817745743,0.47076769704584237
HH000309,affluent_couple_brokerage_and_pensions,0.3445470067089169,0.4535786360298721
HH000310,one_high_earner_one_low_earner,0.2695964261412811,0.5652162663667404
HH000311,affluent_couple_brokerage_and_pensions,0.05243295205722348,0.38536176989621396
HH000312,young_dual_income_low_assets,0.049009386278246136,0.4300983547765806
HH000313,affluent_couple_brokerage_and_pensions,0.08917612496236456,0.4278230120585598
HH000314,self_employed_business_owner,0.292592592332259,0.4719784981929372
HH000315,one_high_earner_one_low_earner,0.06314727272498966,0.4098474029407033
HH000316,young_dual_income_low_assets,0.03752063453590248,0.41539999726012616
HH000317,family_with_mortgage_and_children,0.026958398021376784,0.41410283277625953
HH000318,pre_retirement_wealthy,0.08744524257579571,0.4005969607493495
HH000319,financially_stressed_with_debt,0.13412914004447418,0.45791270295992836
HH000320,pre_retirement_wealthy,0.11151605541102089,0.4181431166222001
HH000321,young_dual_income_low_assets,0.03712765170371941,0.41168997930413853
HH000322,affluent_couple_brokerage_and_pensions,0.12411715700045882,0.4119797630326576
HH000323,retired_couple_high_assets_low_income,0.3015993456729414,0.510126109252052
HH000324,one_high_earner_one_low_earner,0.1367569166932712,0.4608503663957961
HH000325,retired_couple_high_assets_low_income,0.12908503000553356,0.40542620181133077
HH000326,secondly_wedded_paying_alimony,0.18342122664560245,0.47578894123206794
HH000327,financially_stressed_with_debt,0.03895491316281425,0.4642336311304142
HH000328,retired_couple_high_assets_low_income,0.04897083231227251,0.3845530673449377
HH000329,pre_retirement_wealthy,0.075450215122278,0.44631862727359434
HH000330,family_with_mortgage_and_children,0.030491131618310126,0.4104459563982394
HH000331,secondly_wedded_paying_alimony,0.2630867765553346,0.5301767164516625
HH000332,one_high_earner_one_low_earner,0.1107451535782816,0.39820552580056995
HH000333,widowed,0.046597409810734874,0.39886377636861087
HH000334,retired_couple_high_assets_low_income,0.013564641720053231,0.40147529718541114
HH000335,affluent_couple_brokerage_and_pensions,0.06018454321793376,0.3936707144884413
HH000336,retired_couple_high_assets_low_income,0.12272876576932507,0.39665949191270955
HH000337,affluent_couple_brokerage_and_pensions,0.0919907438245546,0.4524800847667349
HH000338,young_dual_income_low_assets,0.06694051357352662,0.432003118392029
HH000339,family_with_mortgage_and_children,0.15286006125643284,0.4290289035425986
HH000340,self_employed_business_owner,0.30461082584198074,0.5066082357698616
HH000341,family_with_mortgage_and_children,0.0530662482164511,0.4192543027398106
HH000342,one_high_earner_one_low_earner,0.13825944036667567,0.4079711838257187
HH000343,financially_stressed_with_debt,0.036651656822424425,0.4796882240670317
HH000344,one_high_earner_one_low_earner,0.2804137373471886,0.42634469192752816
HH000345,financially_stressed_with_debt,0.05547694928879297,0.530972014116959
HH000346,family_with_mortgage_and_children,0.08222383056317958,0.4032304055370096
HH000347,widowed,0.02339201102685451,0.3853257701305422
HH000348,affluent_couple_brokerage_and_pensions,0.05801653684671361,0.4579961323529525
HH000349,affluent_couple_brokerage_and_pensions,0.052477798800057956,0.4073446230139794
HH000350,self_employed_business_owner,0.026598520290052857,0.3918803295602078
HH000351,family_with_mortgage_and_children,0.01939378129667851,0.4169085918778241
HH000352,retired_couple_high_assets_low_income,0.07620790008253399,0.4454983169492635
HH000353,affluent_couple_brokerage_and_pensions,0.08400233549232682,0.389612330453396
HH000354,pre_retirement_wealthy,0.054949863759772996,0.38183149214053064
HH000355,young_dual_income_low_assets,0.04563570970152824,0.43645307687170204
HH000356,family_with_mortgage_and_children,0.04584808088969606,0.4059014427872184
HH000357,retired_couple_high_assets_low_income,0.05853158488237979,0.4006575104141991
HH000358,pre_retirement_wealthy,0.013792158865936387,0.385434926691914
HH000359,secondly_wedded_paying_alimony,0.14913396326726713,0.4426620856722322
HH000360,young_dual_income_low_assets,0.03304856014774186,0.4560687332190591
HH000361,self_employed_business_owner,0.12850309325006587,0.45880786706873156
HH000362,secondly_wedded_paying_alimony,0.03907622685396371,0.4875248690121811
HH000363,family_with_mortgage_and_children,0.15647737105835008,0.44230657955408936
HH000364,affluent_couple_brokerage_and_pensions,0.3083314329174271,0.5972232026933656
HH000365,pre_retirement_wealthy,0.024835088968420602,0.3980625679484356
HH000366,secondly_wedded_paying_alimony,0.05650911207764267,0.4510145895596942
HH000367,young_dual_income_low_assets,0.03120306624566303,0.42050490759412446
HH000368,one_high_earner_one_low_earner,0.14334290991086007,0.4121186947882863
HH000369,affluent_couple_brokerage_and_pensions,0.04157081612425351,0.3967693995433926
HH000370,pre_retirement_wealthy,0.059982620527289636,0.41256286373106854
HH000371,widowed,0.13676550790585443,0.39355614394479543
HH000372,one_high_earner_one_low_earner,0.07442289582360534,0.38837818111794364
HH000373,pre_retirement_wealthy,0.062480864348405385,0.4064671556818823
HH000374,family_with_mortgage_and_children,0.05384855004126555,0.4024807985497461
HH000375,affluent_couple_brokerage_and_pensions,0.03357535148308685,0.38953778080691454
HH000376,one_high_earner_one_low_earner,0.08912878865601365,0.4513985004386743
HH000377,retired_couple_high_assets_low_income,0.05489867023587547,0.38764553892084713
HH000378,one_high_earner_one_low_earner,4.091707021773019,0.7858271133484636
HH000379,affluent_couple_brokerage_and_pensions,0.0885060953962187,0.4115832400843888
HH000380,pre_retirement_wealthy,0.08229219839264043,0.48434991156254587
HH000381,affluent_couple_brokerage_and_pensions,0.015655163506380194,0.3847787986386572
HH000382,one_high_earner_one_low_earner,0.14867776789688666,0.391785840712434
HH000383,affluent_couple_brokerage_and_pensions,0.016397814984229153,0.3893079951302708
HH000384,self_employed_business_owner,0.07539281343233019,0.4011847064326474
HH000385,one_high_earner_one_low_earner,0.4806453932990951,0.4738434450313908
