household_id,entity,record_key,status
HH000129,people,HH000129_P1,both
HH000129,people,HH000129_P2,both
HH000129,income_lines,HH000129_I1,both
HH000129,assets,HH000129_A1,both
HH000129,assets,HH000129_A2,both
HH000129,assets,HH000129_A3,both
HH000129,assets,HH000129_A4,both
HH000129,assets,HH000129_A5,both
HH000129,protection_policies,HH000129_PP1,both
HH000154,households,HH000154,both
HH000154,people,HH000154_P1,both
HH000154,income_lines,HH000154_I1,both
HH000154,assets,HH000154_A1,both
HH000154,assets,HH000154_A2,both
HH000154,assets,HH000154_A3,both
HH000154,assets,HH000154_A4,both
HH000154,assets,HH000154_A5,both
HH000154,liabilities,HH000154_L1,both
HH000154,liabilities,HH000154_L2,both
HH000154,protection_policies,HH000154_PP1,both
HH000168,households,HH000168,both
HH000168,people,HH000168_P1,both
HH000168,people,HH000168_P2,both
HH000168,income_lines,HH000168_I1,both
HH000168,assets,HH000168_A1,both
HH000168,assets,HH000168_A2,both
HH000168,assets,HH000168_A3,both
HH000168,assets,HH000168_A4,both
HH000168,assets,HH000168_A5,both
HH000174,households,HH000174,both
HH000174,people,HH000174_P1,both
HH000174,people,HH000174_P2,both
HH000174,income_lines,HH000174_I1,both
HH000174,income_lines,HH000174_I2,both
HH000174,assets,HH000174_A1,both
HH000174,assets,HH000174_A2,both
HH000174,assets,HH000174_A3,both
HH000174,assets,HH000174_A4,both
HH000174,assets,HH000174_A5,both
HH000181,households,HH000181,both
HH000181,people,HH000181_P1,both
HH000181,people,HH000181_P2,both
HH000181,income_lines,HH000181_I1,both
HH000181,income_lines,HH000181_I2,both
HH000181,income_lines,HH000181_I3,both
HH000181,income_lines,HH000181_I4,both
HH000181,assets,HH000181_A1,both
HH000181,assets,HH000181_A2,both
HH000181,assets,HH000181_A3,both
HH000181,assets,HH000181_A4,both
HH000181,assets,HH000181_A5,both
HH000181,liabilities,HH000181_L1,both
HH000181,protection_policies,HH000181_PP1,both
HH000188,households,HH000188,both
HH000188,people,HH000188_P1,gt_only
HH000188,people,HH000188_P2,gt_only
HH000188,people,client_1,ex_only
HH000188,people,client_2,ex_only
HH000188,income_lines,HH000188_I1,both
HH000188,income_lines,HH000188_I2,both
HH000188,income_lines,HH000188_I3,both
HH000188,income_lines,inc_4,ex_only
HH000188,assets,HH000188_A1,both
HH000188,assets,HH000188_A2,both
HH000188,assets,HH000188_A3,both
HH000188,assets,HH000188_A4,both
HH000188,assets,HH000188_A5,both
HH000188,liabilities,HH000188_L2,both
HH000188,protection_policies,HH000188_PP1,both
HH000190,households,HH000190,both
HH000190,people,HH000190_P1,both
HH000190,people,HH000190_P2,both
HH000190,income_lines,HH000190_I1,both
HH000190,income_lines,HH000190_I1,ex_only
HH000190,income_lines,HH000190_I2,both
HH000190,income_lines,HH000190_I2,ex_only
HH000190,assets,HH000190_A1,both
HH000190,assets,HH000190_A2,both
HH000190,assets,HH000190_A3,both
HH000190,assets,HH000190_A4,both
HH000190,assets,HH000190_A5,both
HH000190,liabilities,HH000190_L2,both
HH000193,households,HH000193,both
HH000193,people,HH000193_P1,both
HH000193,people,HH000193_P2,both
HH000193,income_lines,HH000193_I1,both
HH000193,income_lines,HH000193_I2,both
HH000193,income_lines,HH000193_I3,both
HH000193,income_lines,HH000193_I4,both
HH000193,income_lines,HH000193_I5,both
HH000193,income_lines,HH000193_I6,ex_only
HH000193,assets,HH000193_A1,both
HH000193,assets,HH000193_A2,both
HH000193,assets,HH000193_A3,both
HH000193,assets,HH000193_A4,both
HH000193,assets,HH000193_A5,both
HH000193,liabilities,HH000193_L1,both
HH000193,protection_policies,HH000193_PP1,both
HH000202,households,HH000202,both
HH000202,people,HH000202_P1,both
HH000202,income_lines,HH000202_I1,both
HH000202,assets,HH000202_A1,both
HH000202,assets,HH000202_A2,both
HH000202,assets,HH000202_A3,both
HH000202,assets,HH000202_A4,both
HH000202,assets,HH000202_A5,both
HH000202,protection_policies,HH000202_PP1,both
HH000226,households,HH000226,both
HH000226,people,HH000226_P1,both
HH000226,people,HH000226_P2,both
HH000226,income_lines,HH000226_I1,both
HH000226,income_lines,HH000226_I2,both
HH000226,income_lines,HH000226_I3,both
HH000226,assets,HH000226_A1,both
HH000226,assets,HH000226_A2,both
HH000226,assets,HH000226_A3,both
HH000226,assets,HH000226_A4,both
HH000226,assets,HH000226_A5,both
HH000226,liabilities,HH000226_L1,ex_only
HH000226,liabilities,HH000226_L2,ex_only
HH000226,liabilities,HH000226_L3,ex_only
HH000226,protection_policies,P1,ex_only
HH000226,protection_policies,P2,ex_only
HH000226,protection_policies,P3,ex_only
HH000257,households,HH000257,both
HH000257,people,HH000257_P1,both
HH000257,people,HH000257_P2,both
HH000257,income_lines,HH000257_I1,both
HH000257,income_lines,HH000257_I2,both
HH000257,income_lines,HH000257_I3,both
HH000257,income_lines,HH000257_I4,both
HH000257,income_lines,HH000257_I5,both
HH000257,income_lines,HH000257_I6,both
HH000257,assets,HH000257_A1,both
HH000257,assets,HH000257_A2,both
HH000257,assets,HH000257_A3,both
HH000257,assets,HH000257_A4,both
HH000257,assets,HH000257_A5,both
HH000257,liabilities,HH000257_L1,both
HH000261,households,HH000261,both
HH000261,people,HH000261_P1,both
HH000261,income_lines,HH000261_I1,both
HH000261,income_lines,HH000261_I2,both
HH000261,income_lines,HH000261_I3,both
HH000261,assets,HH000261_A1,both
HH000261,assets,HH000261_A2,both
HH000261,assets,HH000261_A3,both
HH000261,assets,HH000261_A4,both
HH000261,assets,HH000261_A5,both
HH000261,liabilities,HH000261_L2,both
HH000261,protection_policies,HH000261_PP1,both
HH000319,households,HH000319,both
HH000319,people,HH000319_P1,both
HH000319,income_lines,HH000319_I1,both
HH000319,income_lines,HH000319_I2,both
HH000319,assets,HH000319_A1,both
HH000319,assets,HH000319_A2,both
HH000319,assets,HH000319_A3,both
HH000319,assets,HH000319_A4,both
HH000319,assets,HH000319_A5,both
HH000319,protection_policies,HH000319_PP1,both
HH000332,households,HH000332,both
HH000332,people,HH000332_P1,both
HH000332,people,HH000332_P2,both
HH000332,income_lines,HH000332_I1,both
HH000332,income_lines,HH000332_I2,both
HH000332,income_lines,HH000332_I3,ex_only
HH000332,assets,HH000332_A1,both
HH000332,assets,HH000332_A2,both
HH000332,assets,HH000332_A3,both
HH000332,assets,HH000332_A4,both
HH000332,assets,HH000332_A5,both
HH000332,liabilities,HH000332_L2,both
HH000377,households,HH000377,both
HH000377,people,HH000377_P1,both
HH000377,people,HH000377_P2,both
HH000377,income_lines,HH000377_I1,both
HH000377,income_lines,HH000377_I2,both
HH000377,income_lines,HH000377_I3,ex_only
HH000377,assets,HH000377_A1,both
HH000377,assets,HH000377_A2,both
HH000377,assets,HH000377_A3,both
HH000377,assets,HH000377_A4,both
HH000377,assets,HH000377_A5,both
HH000377,liabilities,HH000377_L1,both
HH000377,protection_policies,HH000377_PP1,both
HH000388,households,HH000388,both
HH000388,people,HH000388_P1,both
HH000388,people,HH000388_P2,both
HH000388,income_lines,HH000388_I1,both
HH000388,income_lines,HH000388_I2,both
HH000388,income_lines,HH000388_I3,both
HH000388,assets,HH000388_A1,both
HH000388,assets,HH000388_A2,both
HH000388,assets,HH000388_A3,both
HH000388,assets,HH000388_A4,both
HH000388,assets,HH000388_A5,both
HH000388,liabilities,HH000388_L1,ex_only
HH000408,households,HH000408,both
HH000408,people,HH000408_P1,both
HH000408,people,HH000408_P2,both
HH000408,income_lines,HH000408_I1,both
HH000408,income_lines,HH000408_I1,ex_only
HH000408,assets,HH000408_A1,both
HH000408,assets,HH000408_A2,both
HH000408,assets,HH000408_A3,both
HH000408,assets,HH000408_A4,both
HH000408,liabilities,HH000408_L1,both
HH000409,households,HH000409,both
HH000409,people,HH000409_P1,both
HH000409,people,HH000409_P2,both
HH000409,income_lines,HH000409_I1,both
HH000409,income_lines,HH000409_I1,ex_only
HH000409,income_lines,HH000409_I2,both
HH000409,income_lines,HH000409_I3,both
HH000409,income_lines,HH000409_I5,ex_only
HH000409,assets,HH000409_A1,both
HH000409,assets,HH000409_A2,both
HH000409,assets,HH000409_A3,both
HH000409,assets,HH000409_A4,both
HH000409,assets,HH000409_A5,both
HH000409,liabilities,HH000409_L1,both
HH000409,protection_policies,HH000409_PP1,both
HH000413,households,HH000413,both
HH000413,people,HH000413_P1,both
HH000413,people,HH000413_P2,both
HH000413,income_lines,HH000413_I1,both
HH000413,assets,HH000413_A1,both
HH000413,assets,HH000413_A2,both
HH000413,assets,HH000413_A3,both
HH000413,assets,HH000413_A4,both
HH000413,assets,HH000413_A5,both
HH000413,liabilities,HH000413_L2,both
HH000418,households,HH000418,both
HH000418,people,HH000418_P1,both
HH000418,people,HH000418_P2,both
HH000418,income_lines,HH000418_I1,both
HH000418,income_lines,HH000418_I2,both
HH000418,assets,HH000418_A1,both
HH000418,assets,HH000418_A2,both
HH000418,assets,HH000418_A3,both
HH000418,assets,HH000418_A4,both
HH000418,assets,HH000418_A5,both
HH000418,liabilities,HH000418_L1,both
HH000423,households,HH000423,both
HH000423,people,HH000423_P1,both
HH000423,people,HH000423_P2,both
HH000423,income_lines,HH000423_I1,both
HH000423,income_lines,HH000423_I2,both
HH000423,assets,HH000423_A1,both
HH000423,assets,HH000423_A2,both
HH000423,assets,HH000423_A3,both
HH000423,assets,HH000423_A4,both
HH000423,assets,HH000423_A5,both
HH000423,liabilities,HH000423_L1,both
HH000433,households,HH000433,both
HH000433,people,HH000433_P1,both
HH000433,people,HH000433_P2,both
HH000433,income_lines,HH000433_I1,both
HH000433,assets,HH000433_A1,both
HH000433,assets,HH000433_A2,both
HH000433,assets,HH000433_A3,both
HH000433,assets,HH000433_A4,both
HH000433,assets,HH000433_A5,both
HH000433,protection_policies,HH000433_PP1,both
HH000445,households,HH000445,both
HH000445,people,HH000445_P1,both
HH000445,people,HH000445_P2,both
HH000445,income_lines,HH000445_I1,both
HH000445,income_lines,HH000445_I2,both
HH000445,income_lines,HH000445_I3,both
HH000445,assets,HH000445_A1,both
HH000445,assets,HH000445_A2,both
HH000445,assets,HH000445_A3,both
HH000445,assets,HH000445_A4,both
HH000445,liabilities,HH000445_L1,both
HH000445,protection_policies,HH000445_PP1,both
HH000462,households,HH000462,both
HH000462,people,HH000462_P1,both
HH000462,people,HH000462_P2,both
HH000462,income_lines,HH000462_I1,both
HH000462,income_lines,HH000462_I2,both
HH000462,assets,HH000462_A1,both
HH000462,assets,HH000462_A2,both
HH000462,assets,HH000462_A3,both
HH000462,assets,HH000462_A4,both
HH000462,assets,HH000462_A5,both
HH000462,liabilities,HH000462_L1,both
HH000463,households,HH000463,both
HH000463,people,HH000463_P1,both
HH000463,people,HH000463_P2,both
HH000463,income_lines,HH000463_I1,both
HH000463,income_lines,HH000463_I2,both
HH000463,assets,HH000463_A1,both
HH000463,assets,HH000463_A2,both
HH000463,assets,HH000463_A3,both
HH000463,assets,HH000463_A4,both
HH000463,assets,HH000463_A5,both
HH000463,liabilities,HH000463_L1,both
HH000463,liabilities,HH000463_L2,both
HH000470,households,HH000470,both
HH000470,people,HH000470_P1,both
HH000470,people,HH000470_P2,both
HH000470,income_lines,HH000470_I1,both
HH000470,income_lines,HH000470_I1,ex_only
HH000470,income_lines,HH000470_I2,both
HH000470,income_lines,HH000470_I2,ex_only
HH000470,assets,HH000470_A1,both
HH000470,assets,HH000470_A2,both
HH000470,assets,HH000470_A3,both
HH000470,assets,HH000470_A4,both
HH000470,assets,HH000470_A5,both
HH000502,households,HH000502,both
HH000502,people,HH000502_P1,both
HH000502,people,HH000502_P2,both
HH000502,income_lines,HH000502_I1,both
HH000502,income_lines,HH000502_I2,both
HH000502,income_lines,HH000502_I3,both
HH000502,income_lines,HH000502_I4,both
HH000502,income_lines,HH000502_I5,both
HH000502,assets,HH000502_A1,both
HH000502,assets,HH000502_A2,both
HH000502,assets,HH000502_A3,both
HH000502,assets,HH000502_A4,both
HH000502,assets,HH000502_A5,both
HH000502,liabilities,HH000502_L1,both
HH000502,liabilities,HH000502_L2,both
HH000507,households,HH000507,both
HH000507,people,HH000507_P1,both
HH000507,people,HH000507_P2,both
HH000507,income_lines,HH000507_I1,both
HH000507,assets,HH000507_A1,both
HH000507,assets,HH000507_A2,both
HH000507,assets,HH000507_A3,both
HH000507,assets,HH000507_A4,both
HH000507,liabilities,HH000507_L1,both
HH000507,liabilities,HH000507_L2,both
HH000537,households,HH000537,both
HH000537,people,HH000537_P1,both
HH000537,income_lines,HH000537_I1,both
HH000537,assets,HH000537_A1,both
HH000537,assets,HH000537_A2,both
HH000537,assets,HH000537_A3,both
HH000537,assets,HH000537_A4,both
HH000537,assets,HH000537_A5,both
HH000537,protection_policies,HH000537_PP1,both
HH000569,households,HH000569,both
HH000569,people,HH000569_P1,both
HH000569,people,HH000569_P2,both
HH000569,income_lines,HH000569_I1,both
HH000569,income_lines,HH000569_I2,both
HH000569,income_lines,HH000569_I3,ex_only
HH000569,assets,HH000569_A1,both
HH000569,assets,HH000569_A2,both
HH000569,assets,HH000569_A3,both
HH000569,assets,HH000569_A4,both
HH000569,assets,HH000569_A5,both
HH000569,liabilities,HH000569_L1,both
HH000569,protection_policies,HH000569_PP1,both
HH000610,households,HH000610,both
HH000610,people,HH000610_P1,both
HH000610,people,HH000610_P2,both
HH000610,income_lines,HH000610_I1,both
HH000610,assets,HH000610_A1,both
HH000610,assets,HH000610_A2,both
HH000610,assets,HH000610_A3,both
HH000610,assets,HH000610_A4,both
HH000610,assets,HH000610_A5,both
HH000610,protection_policies,HH000610_PP1,both
HH000621,households,HH000621,both
HH000621,people,HH000621_P1,both
HH000621,people,HH000621_P2,both
HH000621,income_lines,HH000621_I1,both
HH000621,income_lines,HH000621_I2,both
HH000621,income_lines,HH000621_I3,both
HH000621,income_lines,HH000621_I4,both
HH000621,assets,HH000621_A1,both
HH000621,assets,HH000621_A2,both
HH000621,assets,HH000621_A3,both
HH000621,assets,HH000621_A4,both
HH000621,assets,HH000621_A5,both
HH000621,liabilities,HH000621_L1,both
HH000621,protection_policies,HH000621_PP1,both
HH000630,households,HH000630,both
HH000630,people,HH000630_P1,gt_only
HH000630,people,HH000630_P2,gt_only
HH000630,people,client_1,ex_only
HH000630,people,client_2,ex_only
HH000630,income_lines,HH000630_I1,both
HH000630,assets,HH000630_A1,both
HH000630,assets,HH000630_A2,both
HH000630,assets,HH000630_A3,both
HH000630,assets,HH000630_A4,both
HH000630,assets,HH000630_A5,both
HH000630,liabilities,HH000630_L1,both
HH000630,protection_policies,HH000630_PP1,both
HH000631,households,HH000631,both
HH000631,people,HH000631_P1,both
HH000631,income_lines,HH000631_I1,both
HH000631,assets,HH000631_A1,both
HH000631,assets,HH000631_A2,both
HH000631,assets,HH000631_A3,both
HH000631,assets,HH000631_A4,both
HH000631,assets,HH000631_A5,both
HH000631,liabilities,HH000631_L1,both
HH000631,liabilities,HH000631_L2,both
HH000642,households,HH000642,both
HH000642,people,HH000642_P1,both
HH000642,income_lines,HH000642_I1,both
HH000642,income_lines,HH000642_I2,both
HH000642,assets,HH000642_A1,both
HH000642,assets,HH000642_A2,both
HH000642,assets,HH000642_A3,both
HH000642,assets,HH000642_A4,both
HH000642,assets,HH000642_A5,both
HH000642,liabilities,HH000642_L2,both
HH000643,households,HH000643,both
HH000643,people,HH000643_P1,both
HH000643,people,HH000643_P2,both
HH000643,income_lines,HH000643_I1,both
HH000643,income_lines,HH000643_I2,both
HH000643,income_lines,HH000643_I3,both
HH000643,income_lines,HH000643_I4,both
HH000643,income_lines,HH000643_I5,ex_only
HH000643,assets,HH000643_A1,both
HH000643,assets,HH000643_A2,both
HH000643,assets,HH000643_A3,both
HH000643,assets,HH000643_A4,both
HH000643,assets,HH000643_A5,both
HH000643,liabilities,HH000643_L1,both
HH000643,protection_policies,HH000643_PP1,both
HH000653,households,HH000653,both
HH000653,people,HH000653_P1,both
HH000653,income_lines,HH000653_I1,both
HH000653,assets,HH000653_A1,both
HH000653,assets,HH000653_A2,both
HH000653,assets,HH000653_A3,both
HH000653,assets,HH000653_A4,both
HH000653,assets,HH000653_A5,both
HH000653,liabilities,HH000653_L1,both
HH000653,protection_policies,HH000653_PP1,both
HH000664,households,HH000664,both
HH000664,people,HH000664_P1,both
HH000664,people,HH000664_P2,both
HH000664,income_lines,HH000664_I1,both
HH000664,assets,HH000664_A1,both
HH000664,assets,HH000664_A2,both
HH000664,assets,HH000664_A3,both
HH000664,assets,HH000664_A4,both
HH000664,assets,HH000664_A5,both
HH000664,liabilities,HH000664_L1,both
HH000681,households,HH000681,both
HH000681,people,HH000681_P1,both
HH000681,income_lines,HH000681_I1,both
HH000681,income_lines,HH000681_I2,both
HH000681,assets,HH000681_A1,both
HH000681,assets,HH000681_A2,both
HH000681,assets,HH000681_A3,both
HH000681,assets,HH000681_A4,both
HH000681,assets,HH000681_A5,both
HH000681,liabilities,HH000681_L1,ex_only
HH000686,households,HH000686,both
HH000686,people,HH000686_P1,both
HH000686,people,HH000686_P2,both
HH000686,income_lines,HH000686_I1,both
HH000686,income_lines,HH000686_I2,both
HH000686,income_lines,HH000686_I3,both
HH000686,income_lines,HH000686_I4,both
HH000686,income_lines,HH000686_I5,both
HH000686,income_lines,HH000686_I6,both
HH000686,assets,HH000686_A1,both
HH000686,assets,HH000686_A2,both
HH000686,assets,HH000686_A3,both
HH000686,assets,HH000686_A4,both
HH000686,assets,HH000686_A5,both
HH000686,liabilities,HH000686_L1,both
HH000686,liabilities,HH000686_L2,both
HH000692,households,HH000692,both
HH000692,people,HH000692_P1,both
HH000692,income_lines,HH000692_I1,both
HH000692,income_lines,HH000692_I2,both
HH000692,income_lines,HH000692_I3,both
HH000692,assets,HH000692_A1,both
HH000692,assets,HH000692_A2,both
HH000692,assets,HH000692_A3,both
HH000692,assets,HH000692_A4,both
HH000692,assets,HH000692_A5,both
HH000695,households,HH000695,both
HH000695,people,HH000695_P1,both
HH000695,people,HH000695_P2,both
HH000695,income_lines,HH000695_I1,both
HH000695,income_lines,HH000695_I1,ex_only
HH000695,income_lines,HH000695_I2,both
HH000695,income_lines,HH000695_I2,ex_only
HH000695,assets,HH000695_A1,both
HH000695,assets,HH000695_A2,both
HH000695,assets,HH000695_A3,both
HH000695,assets,HH000695_A4,both
HH000695,assets,HH000695_A5,both
HH000695,liabilities,HH000695_L2,both
HH000697,households,HH000697,both
HH000697,people,HH000697_P1,both
HH000697,people,HH000697_P2,both
HH000697,income_lines,HH000697_I1,both
HH000697,income_lines,HH000697_I1,ex_only
HH000697,income_lines,HH000697_I2,ex_only
HH000697,assets,HH000697_A1,both
HH000697,assets,HH000697_A2,both
HH000697,assets,HH000697_A3,both
HH000697,assets,HH000697_A4,both
HH000697,assets,HH000697_A5,both
HH000697,liabilities,HH000697_L1,both
HH000717,households,HH000717,both
HH000717,people,HH000717_P1,both
HH000717,income_lines,HH000717_I1,both
HH000717,assets,HH000717_A1,both
HH000717,assets,HH000717_A2,both
HH000717,assets,HH000717_A3,both
HH000717,assets,HH000717_A4,both
HH000717,assets,HH000717_A5,both
HH000717,protection_policies,HH000717_PP1,both
HH000731,households,HH000731,both
HH000731,people,HH000731_P1,both
HH000731,people,HH000731_P2,both
HH000731,income_lines,HH000731_I1,both
HH000731,assets,HH000731_A1,both
HH000731,assets,HH000731_A2,both
HH000731,assets,HH000731_A3,both
HH000731,assets,HH000731_A4,both
HH000731,assets,HH000731_A5,both
HH000731,protection_policies,HH000731_PP1,both
HH000755,households,HH000755,both
HH000755,people,HH000755_P1,both
HH000755,people,HH000755_P2,both
HH000755,income_lines,HH000755_I1,both
HH000755,assets,HH000755_A1,both
HH000755,assets,HH000755_A2,both
HH000755,assets,HH000755_A3,both
HH000755,assets,HH000755_A4,both
HH000755,assets,HH000755_A5,both
HH000794,households,HH000794,both
HH000794,people,HH000794_P1,both
HH000794,people,HH000794_P2,both
HH000794,income_lines,HH000794_I1,both
HH000794,income_lines,HH000794_I2,both
HH000794,assets,HH000794_A1,both
HH000794,assets,HH000794_A2,both
HH000794,assets,HH000794_A3,both
HH000794,assets,HH000794_A4,both
HH000794,assets,HH000794_A5,both
HH000794,liabilities,HH000794_L2,both
HH000794,protection_policies,HH000794_PP1,both
HH000799,households,HH000799,both
HH000799,people,HH000799_P1,both
HH000799,people,HH000799_P2,both
HH000799,income_lines,HH000799_I1,both
HH000799,assets,HH000799_A1,both
HH000799,assets,HH000799_A2,both
HH000799,assets,HH000799_A3,both
HH000799,assets,HH000799_A4,both
HH000799,assets,HH000799_A5,both
HH000799,liabilities,HH000799_L1,both
HH000799,liabilities,HH000799_L2,both
HH000799,protection_policies,HH000799_PP1,both
HH000805,households,HH000805,both
HH000805,people,HH000805_P1,both
HH000805,people,HH000805_P2,both
HH000805,income_lines,HH000805_I1,both
HH000805,income_lines,HH000805_I2,both
HH000805,income_lines,HH000805_I3,both
HH000805,assets,HH000805_A1,both
HH000805,assets,HH000805_A2,both
HH000805,assets,HH000805_A3,both
HH000805,assets,HH000805_A4,both
HH000805,assets,HH000805_A5,both
HH000805,liabilities,HH000805_L1,both
HH000805,protection_policies,HH000805_PP1,both
HH000846,households,HH000846,both
HH000846,people,HH000846_P1,both
HH000846,people,HH000846_P2,both
HH000846,income_lines,HH000846_I1,both
HH000846,assets,HH000846_A1,both
HH000846,assets,HH000846_A2,both
HH000846,assets,HH000846_A3,both
HH000846,assets,HH000846_A4,both
HH000846,assets,HH000846_A5,both
HH000846,liabilities,HH000846_L1,both
HH000846,protection_policies,HH000846_PP1,both
HH000855,households,HH000855,both
HH000855,people,HH000855_P1,both
HH000855,people,HH000855_P2,both
HH000855,income_lines,HH000855_I1,both
HH000855,income_lines,HH000855_I1,ex_only
HH000855,income_lines,HH000855_I2,ex_only
HH000855,assets,HH000855_A1,both
HH000855,assets,HH000855_A2,both
HH000855,assets,HH000855_A3,both
HH000855,assets,HH000855_A4,both
HH000855,assets,HH000855_A5,both
HH000855,liabilities,HH000855_L1,both
HH000855,liabilities,HH000855_L2,both
HH000855,protection_policies,HH000855_PP1,both
HH000880,households,HH000880,both
HH000880,people,HH000880_P1,both
HH000880,people,HH000880_P2,both
HH000880,income_lines,HH000880_I1,both
HH000880,income_lines,HH000880_I1,ex_only
HH000880,income_lines,HH000880_I2,ex_only
HH000880,assets,HH000880_A1,both
HH000880,assets,HH000880_A2,both
HH000880,assets,HH000880_A3,both
HH000880,assets,HH000880_A4,both
HH000880,liabilities,HH000880_L1,both
HH000880,liabilities,HH000880_L2,both
HH000882,households,HH000882,both
HH000882,people,HH000882_P1,both
HH000882,people,HH000882_P2,both
HH000882,income_lines,HH000882_I1,both
HH000882,income_lines,HH000882_I1,ex_only
HH000882,income_lines,HH000882_I2,ex_only
HH000882,assets,HH000882_A1,both
HH000882,assets,HH000882_A2,both
HH000882,assets,HH000882_A3,both
HH000882,assets,HH000882_A4,both
HH000882,assets,HH000882_A5,both
HH000882,liabilities,HH000882_L2,both
HH000884,households,HH000884,both
HH000884,people,HH000884_P1,both
HH000884,people,HH000884_P2,both
HH000884,income_lines,HH000884_I1,both
HH000884,income_lines,HH000884_I1,ex_only
HH000884,assets,HH000884_A1,both
